mean,sigma,scale
0.002197530522288402,9.275863625992908e-05,0.00022164521098194808
0.003032026224865024,9.454069862716106e-05,0.00023347609924115475
0.0038518670216010848,9.372868393340474e-05,0.00022776915531375823
0.004651607695175548,9.318231239724746e-05,0.00021878524302977565
0.006925960849749135,9.811331596894517e-05,0.00028890611195963163
0.007730087000767762,9.548957440976761e-05,0.00021891387679084335
0.00855596953095162,9.60720755545065e-05,0.0002497930545611229
0.009378500729808479,9.498723655071697e-05,0.00022468737998413438
